LSOA,Disabled_Percentage
E01023007,19.8
E01023008,23
E01023009,14.2
E01023010,18.6
E01023011,13.3
E01023012,15.1
E01023013,16.2
E01023014,19.2
E01023015,20.2
E01023016,17.7
E01023017,21.1
E01023018,25.2
E01023019,20.8
E01023020,15.9
E01023021,17.2
E01023022,21.9
E01023023,19.3
E01023024,15.7
E01023025,16.6
E01023026,18.9
E01023027,17.3
E01023028,17.4
E01023029,26.6
E01023030,15.3
E01023031,15.9
E01023032,19.2
E01023033,21.1
E01023034,18.4
E01023035,16.7
E01023036,17.2
E01023037,23.6
E01023038,16.1
E01023039,21
E01023040,17.5
E01023041,15.6
E01023042,26.4
E01023043,14.8
E01023044,18
E01023045,17.3
E01023046,21.6
E01023047,13.9
E01023048,17.6
E01023049,14.6
E01023050,14.6
E01023051,18.2
E01023052,20.8
E01023053,18.8
E01023054,23.9
E01023055,26.3
E01023056,24.6
E01023057,23.8
E01023058,21.6
E01023059,18
E01023060,16.3
E01023061,19.3
E01023062,14.7
E01023063,13.1
E01023064,16.7
E01023065,21
E01023066,17.8
E01023067,17.3
E01023068,22.1
E01023069,16.3
E01023070,23.4
E01023071,15.9
E01023072,13.2
E01023073,12.2
E01023074,22.5
E01023075,17.6
E01023076,18.1
E01023077,18.7
E01023078,19.2
E01023079,19.4
E01023080,18.8
E01023081,15.6
E01023082,15.6
E01023083,23.3
E01023084,16.8
E01023085,22.4
E01023086,18.9
E01023087,10.4
E01023088,21.6
E01023089,17.5
E01023090,14.1
E01023091,19.2
E01023092,11.2
E01023093,12.4
E01023094,12.9
E01023095,15.4
E01023096,12.6
E01023097,11.3
E01023098,13.7
E01023099,20.6
E01023100,14.2
E01023101,12.4
E01023102,13.5
E01023103,11.3
E01023104,14.9
E01023105,17.2
E01023106,16.8
E01023107,21.6
E01023108,28.6
E01023109,11.4
E01023110,18.2
E01023111,15.1
E01023112,12.1
E01023113,14.5
E01023114,12.1
E01023115,16.5
E01023116,11.8
E01023117,12.1
E01023118,13.1
E01023119,19.1
E01023120,17.9
E01023121,17.2
E01023122,15.3
E01023123,13
E01023124,13.5
E01023125,12.7
E01023128,17.3
E01023129,14.7
E01023130,13.9
E01023131,19.6
E01023132,14.9
E01023133,9.8
E01023134,12.5
E01023135,14.4
E01023136,9.7
E01023137,13.9
E01023138,17.7
E01023139,18.8
E01023140,10.9
E01023141,7.4
E01023144,14.5
E01023145,14.8
E01023146,17.1
E01023147,13.1
E01023148,14.1
E01023149,14.8
E01023150,19.5
E01023151,24
E01023152,22.8
E01023153,18.7
E01023154,20.5
E01023156,21.7
E01023157,22.9
E01023158,13.3
E01023159,15.8
E01023160,13.2
E01023162,16.2
E01023163,13.3
E01023164,17.5
E01023165,12.7
E01023166,12.5
E01023167,17.7
E01023168,13.2
E01023169,14.3
E01023170,15.1
E01023171,14.5
E01023172,13.9
E01023173,12.6
E01023174,14.7
E01023175,13.5
E01023176,21.9
E01023177,15.6
E01023178,14.5
E01023179,16.2
E01023180,16
E01023181,13.6
E01023182,13.3
E01023183,19.8
E01023184,10.8
E01023185,14.8
E01023186,16.8
E01023187,17.4
E01023188,12.1
E01023189,12.4
E01023190,19.1
E01023191,16.9
E01023192,19.6
E01023193,15
E01023194,17.6
E01023195,11.9
E01023196,19.3
E01023197,13.7
E01023198,14.7
E01023200,14.1
E01023202,23.9
E01023203,18.8
E01023204,20
E01023205,20
E01023206,20.3
E01023207,13.9
E01023208,18.4
E01023209,12.4
E01023210,10.7
E01023211,10.5
E01023212,13.4
E01023213,10.3
E01023214,9.5
E01023215,16.2
E01023216,21.3
E01023217,14.4
E01023218,12.8
E01023219,20.4
E01023220,13.2
E01023221,21.5
E01023222,15.1
E01023223,19.3
E01023225,12.4
E01023226,12.6
E01023227,16.1
E01023228,13
E01023229,12.6
E01023230,12.9
E01023231,13.6
E01023232,17.1
E01023233,18.9
E01023234,18
E01023235,13.6
E01023236,11
E01023237,19.2
E01023238,11.2
E01023239,14.7
E01023240,16.4
E01023241,14.9
E01023242,10.6
E01023243,12.9
E01023244,14.4
E01023245,15.1
E01023246,11.9
E01023247,14.3
E01023248,12.4
E01023249,16.2
E01023250,22.7
E01023251,24
E01023252,18.2
E01023253,18.5
E01023254,13.6
E01023255,18.3
E01023256,21.1
E01023257,18.8
E01023258,18.2
E01023259,16.2
E01023260,22.7
E01023261,22.5
E01023262,20.4
E01023263,16.7
E01023264,11.9
E01023265,16.3
E01023266,17.3
E01023267,12.5
E01023268,11.1
E01023269,14.6
E01023270,18.9
E01023271,17
E01023272,13.7
E01023273,12.3
E01023274,13.1
E01023275,14.9
E01023276,11.8
E01023277,12.1
E01023278,17.1
E01023279,11.6
E01023280,15.7
E01023281,21.3
E01023282,13.1
E01023285,18.7
E01023286,17.6
E01023287,11.8
E01023288,12.5
E01023289,9.3
E01023290,12.4
E01023291,11.6
E01023292,13.4
E01023293,16
E01023294,20.1
E01023295,16
E01023296,16.9
E01023297,12.3
E01023298,14.5
E01023299,12.9
E01023300,16.4
E01023301,14
E01023302,16.6
E01023303,14.8
E01023304,16.3
E01023305,12.5
E01023306,13.3
E01023307,11.6
E01023308,11.7
E01023309,12.3
E01023310,15.8
E01023311,13.9
E01023312,12.5
E01023313,13.3
E01023314,14.1
E01023315,8.1
E01023316,13.4
E01023317,12.9
E01023318,12.1
E01023319,14.1
E01023320,14.9
E01023321,12.9
E01023322,14
E01023323,20.1
E01023324,18.1
E01023325,17.5
E01023326,17.6
E01023327,12.7
E01023328,13.9
E01023329,15.9
E01023330,17
E01023331,15.3
E01023332,13.1
E01023333,16.5
E01023334,14.6
E01023335,13.8
E01023336,14
E01023337,13.1
E01023339,19.4
E01023340,12.9
E01023341,14.2
E01023343,16
E01023344,13.2
E01023345,14
E01023346,14.7
E01023347,20.9
E01023348,19.9
E01023349,20.2
E01023350,17
E01023351,14.6
E01023352,14
E01023354,9.6
E01023355,13.1
E01023356,12.3
E01023357,19.2
E01023358,15.8
E01023359,16.7
E01023360,13.9
E01023361,13.7
E01023362,12.1
E01023363,10.4
E01023364,10.2
E01023365,13.4
E01023366,14
E01023367,13.4
E01023368,8.5
E01023369,17.3
E01023370,14.4
E01023371,10
E01023372,11.2
E01023373,20.9
E01023374,12.1
E01023375,13.6
E01023376,15.7
E01023377,14.1
E01023378,12.8
E01023379,12.8
E01023380,12.1
E01023381,10.4
E01023382,16.1
E01023383,14.9
E01023384,17.9
E01023385,16.4
E01023386,15.6
E01023387,19.4
E01023388,15.3
E01023389,13.6
E01023390,15.6
E01023391,13.9
E01023392,19
E01023393,20.3
E01023394,15.5
E01023395,18
E01023396,16.5
E01023397,21.8
E01023399,16.2
E01023400,20.5
E01023401,22.3
E01023402,16.8
E01023403,21.9
E01023404,20.4
E01023405,21.8
E01023406,17.4
E01023407,13
E01023408,12.3
E01023409,17.2
E01023410,12.8
E01023411,14.8
E01023412,14.3
E01023413,16.2
E01023414,14.3
E01023415,15
E01023416,16.1
E01023417,17.1
E01023418,19.6
E01023419,13.2
E01023420,13.4
E01023421,11.3
E01023422,10.9
E01023423,15.7
E01023424,12
E01023425,11.4
E01023426,15.4
E01023427,18.5
E01023428,13.8
E01023429,21.4
E01023430,11.9
E01023431,14.2
E01023432,13.3
E01023433,15.4
E01023434,13.1
E01023435,11.9
E01023436,11.5
E01023437,18.8
E01023438,14.1
E01023439,13.5
E01023440,12.9
E01023441,11.2
E01023442,12.6
E01023443,13.3
E01023444,11.3
E01023445,17.4
E01023447,20.1
E01023448,12.1
E01023449,10.7
E01023451,13.3
E01023452,10.7
E01023453,8.8
E01023454,9.7
E01023455,15.1
E01023456,12.4
E01023457,11.3
E01023458,14
E01023459,12.9
E01023460,9.6
E01023461,7.5
E01023462,14.3
E01023463,15
E01023465,15.4
E01023466,17.9
E01023467,14.2
E01023468,10.6
E01023469,16
E01023470,15.3
E01023471,12.3
E01023472,18.7
E01023473,13.2
E01023474,11
E01023475,18.4
E01023476,11.7
E01023477,9.7
E01023479,12
E01023480,16
E01023481,10
E01023482,8.3
E01023483,11.6
E01023484,15
E01023485,12.5
E01023486,12.8
E01023487,21.2
E01023488,13.8
E01023489,12.7
E01023490,12
E01023491,14.3
E01023492,13
E01023493,11.9
E01023494,14.8
E01023495,17.8
E01023496,22.4
E01023497,14.3
E01023499,15.6
E01023500,15.7
E01023501,12.2
E01023502,13.3
E01023503,13.3
E01023504,16.5
E01023505,15.1
E01023506,14.2
E01023507,11.2
E01023509,12.6
E01023510,13.7
E01023511,13.6
E01023512,12.8
E01023513,16
E01023514,19.5
E01023515,11.3
E01023516,12.3
E01023517,15.1
E01023518,19.9
E01023519,14.2
E01023520,12.8
E01023523,10.3
E01023524,9.9
E01023525,11.2
E01023526,10.2
E01023527,16.8
E01023528,10.6
E01023529,14.1
E01023530,13.2
E01023531,13.6
E01023532,13.5
E01023533,14.1
E01023534,13.4
E01023535,18.6
E01023536,20.8
E01023537,11.8
E01023538,17.1
E01023540,15.3
E01023541,11.2
E01023542,14.1
E01023543,16.3
E01023544,14.7
E01023545,14.3
E01023546,15.2
E01023547,15
E01023548,14.9
E01023549,16.3
E01023550,11.1
E01023551,10.8
E01023552,13.8
E01023553,10.9
E01023554,11
E01023555,15.9
E01023556,12.3
E01023557,14.6
E01023558,11
E01023559,10.5
E01023560,16.9
E01023561,14.5
E01023562,13.3
E01023563,13.8
E01023564,16.2
E01023565,10
E01023566,13.2
E01023567,10.5
E01023568,15.9
E01023569,13
E01023570,15
E01023571,17.1
E01023572,16.7
E01023573,19.9
E01023574,19.2
E01023575,15.4
E01023576,18.5
E01023577,15.3
E01023578,14.8
E01023579,12.8
E01023580,13.5
E01023581,11.9
E01023582,14.9
E01023583,16.3
E01023584,15.5
E01023585,13.3
E01023586,12.1
E01023587,12.5
E01023588,12.4
E01023589,17.9
E01023590,16.5
E01023591,18.8
E01023592,17.5
E01023593,21.8
E01023594,17.3
E01023595,14.5
E01023596,19.1
E01023597,16.1
E01023598,13.7
E01023600,20
E01023601,14.8
E01023602,12.9
E01023603,13.3
E01023604,10.7
E01023605,16.7
E01023606,16.2
E01023607,13.6
E01023608,14
E01023609,13.3
E01023610,10.1
E01023611,18.5
E01023612,16.4
E01023613,23.7
E01023614,11.9
E01023615,18.5
E01023616,17.7
E01023617,14.5
E01023618,13.6
E01023619,13.7
E01023620,18.8
E01023621,14.8
E01023622,13.5
E01023623,17.5
E01023624,15.5
E01023625,12.6
E01023626,12.9
E01023627,15.3
E01023628,14.5
E01023629,15.4
E01023630,18.3
E01023631,19.1
E01023632,17.1
E01023633,17.9
E01023634,15.3
E01023635,17.8
E01023636,17.1
E01023637,26
E01023638,18
E01023639,16.9
E01023640,25.7
E01023641,22.6
E01023642,14.5
E01023643,18.9
E01023644,17.9
E01023645,18.9
E01023646,19
E01023647,15
E01023648,13.4
E01023649,15.7
E01023650,18.6
E01023651,16.2
E01023652,20.1
E01023653,14
E01023654,12.9
E01023655,15.9
E01023656,15.8
E01023657,12.3
E01023658,14
E01023659,12.7
E01023660,17.2
E01023661,20.1
E01023662,11.3
E01023663,14.9
E01023664,10.4
E01023665,11.7
E01023666,13.1
E01023667,10.1
E01023668,10.9
E01023669,18.2
E01023670,12
E01023671,16.6
E01023672,13.9
E01023673,10.6
E01023674,10.2
E01023675,11.7
E01023676,10.5
E01023677,15.9
E01023678,12.3
E01023680,14.3
E01023681,19.1
E01023682,13.2
E01023683,15.9
E01023684,12.7
E01023685,10.3
E01023686,12.1
E01023687,17.5
E01023688,13.6
E01023689,11.2
E01023690,11.8
E01023691,9.5
E01023692,14.3
E01023693,11.4
E01023694,8.4
E01023695,11.1
E01023696,9.4
E01023697,11.7
E01023698,10.2
E01023699,12.7
E01023700,9.1
E01023701,13.5
E01023702,9.2
E01023703,9.7
E01023704,13.3
E01023705,16.6
E01023706,14.9
E01023708,14.6
E01023709,13.9
E01023710,11.6
E01023711,13.7
E01023712,12.1
E01023713,11.8
E01023714,9.7
E01023715,10
E01023716,8.8
E01023717,12.5
E01023718,14.8
E01023719,15.7
E01023720,17.4
E01023721,12.4
E01023722,14
E01023723,17.2
E01023724,16.3
E01023725,12.5
E01023726,7.4
E01023727,14.7
E01023728,11
E01023730,12.7
E01023731,13.1
E01023732,18.8
E01023733,14.8
E01023734,9.6
E01023735,14.6
E01023736,18.9
E01023737,15.5
E01023738,18.2
E01023739,14
E01023740,11.4
E01023741,10.9
E01023742,13.6
E01023743,14.1
E01023744,12.5
E01023745,10.4
E01023746,16.4
E01023747,12.5
E01023748,12.6
E01023749,10.8
E01023750,30.6
E01023751,18.1
E01023752,16.7
E01023753,11.6
E01023754,14.2
E01023755,15.9
E01023756,18.4
E01023757,18.3
E01023759,16.7
E01023760,15.5
E01023761,15.9
E01023762,16.1
E01023763,12.3
E01023764,18.8
E01023765,18.6
E01023766,18.9
E01023767,12.8
E01023769,19.2
E01023770,15.1
E01023771,15.9
E01023772,20.6
E01023773,20
E01023774,20.4
E01023775,21.7
E01023776,13.2
E01023777,14.6
E01023778,19.8
E01023779,15.2
E01023780,18.4
E01023781,22.3
E01023782,18
E01023783,20.6
E01023784,16.8
E01023785,20.1
E01023786,14.6
E01023787,14.8
E01023788,17.3
E01023790,20.2
E01023791,15.3
E01023792,16.8
E01023793,20.2
E01023794,18.2
E01023795,15.6
E01023796,22.4
E01023797,21.3
E01023798,15.7
E01023799,13.7
E01023800,20.9
E01023801,12.7
E01023802,14.2
E01023803,13.3
E01023804,17.4
E01023805,16.5
E01023806,16.7
E01023807,16.1
E01023809,18
E01023810,15.2
E01023811,13
E01023812,9.2
E01023813,11.9
E01023814,13.4
E01023815,12.1
E01023816,12.1
E01023817,11.6
E01023818,10.8
E01023819,11.4
E01023820,14.6
E01023821,10.5
E01023822,11.4
E01023823,13.5
E01023824,10.8
E01023825,10.7
E01023826,11.9
E01023827,14.3
E01023828,15.3
E01023829,17.1
E01023830,20.3
E01023831,13.6
E01023832,13.3
E01023834,12.8
E01023835,16.3
E01023836,15.6
E01023837,13.3
E01023838,17.8
E01023839,10.3
E01023840,12.3
E01023841,10.3
E01023842,19.6
E01023843,16.6
E01023844,18
E01023845,14.7
E01023846,11.6
E01023847,13
E01023848,14.7
E01023849,13.7
E01023850,14.3
E01023851,11.7
E01023852,11.7
E01023853,12
E01023854,12.5
E01023855,10.1
E01023856,9.2
E01023857,14.2
E01023858,10
E01023860,16.5
E01023862,12.2
E01023863,11.2
E01023864,12.8
E01023865,16.4
E01023866,15.8
E01023868,14.9
E01023869,13.8
E01023870,15.4
E01023871,11.6
E01023872,9.4
E01023873,15.8
E01023874,14.9
E01023875,12.9
E01023876,16.7
E01023877,17.3
E01023878,11.5
E01023880,15.2
E01023881,13.7
E01023882,11.5
E01023883,17.3
E01023884,11.8
E01023885,12.1
E01023886,11.7
E01023887,11
E01023888,14
E01023889,11.8
E01023890,11
E01023891,15.7
E01023892,12.6
E01023893,14.4
E01023894,9.4
E01023895,10.1
E01023896,10.9
E01023897,16.3
E01023898,11.3
E01023899,8.9
E01023900,9.3
E01023901,9.1
E01023902,8.8
E01023903,10.2
E01023904,13.7
E01023905,14.3
E01023906,18.2
E01023907,14.6
E01023908,10.9
E01023909,10
E01023910,9.8
E01023911,13.4
E01023912,15.2
E01023913,15.7
E01023914,24
E01023915,17
E01023916,16.8
E01023917,15.6
E01023918,24.3
E01023919,14.3
E01023920,21.5
E01023921,13.2
E01023922,13.3
E01023923,13.5
E01023924,18.1
E01023925,13.3
E01023926,12.8
E01023927,15.8
E01023929,15.1
E01023930,15.4
E01023932,13
E01023933,16.2
E01023934,13.1
E01023935,13.6
E01023936,16.2
E01023937,13.1
E01023938,12.1
E01023939,20.1
E01023940,16.3
E01023942,15.2
E01023943,17
E01023944,14.4
E01023945,16.2
E01023946,12.9
E01023947,13.5
E01023948,11.2
E01023949,12.5
E01023950,15.5
E01023951,20.7
E01023952,20.2
E01023953,12.6
E01023955,16.1
E01023956,15.8
E01023957,18.6
E01023958,19.6
E01023959,14.5
E01023960,16.2
E01023961,17.4
E01023962,16.7
E01023963,17.1
E01023965,12.6
E01023966,14.5
E01023967,18.7
E01023968,14
E01023969,15.3
E01023970,17.8
E01023971,12.8
E01023972,23.8
E01023973,18
E01023974,20.2
E01023975,19.2
E01023976,24.1
E01023977,15.5
E01023978,15.5
E01023979,14.7
E01023980,20.6
E01023981,26.3
E01023983,18.4
E01023984,19.9
E01023985,23.2
E01023986,22.9
E01023987,16.9
E01023988,14.2
E01023989,13.7
E01023990,23.1
E01023992,18
E01023993,12.5
E01023995,14.6
E01023996,14.6
E01023997,18.9
E01023998,18.6
E01023999,18.6
E01024001,21.9
E01024002,15.3
E01024003,20.6
E01024004,14.4
E01024005,15.6
E01024006,18.9
E01024008,11
E01024009,14.7
E01024010,17
E01024011,21.3
E01024012,18.9
E01024013,19.6
E01024014,15.5
E01024015,14.9
E01024016,16.3
E01024017,16.6
E01024019,19.1
E01024020,18.9
E01024021,15.3
E01024022,18.9
E01024023,16.1
E01024024,19.9
E01024025,23.6
E01024026,16.6
E01024028,21.6
E01024029,20.1
E01024031,18.4
E01024032,20.4
E01024033,14.9
E01024035,16
E01024036,16
E01024037,18.2
E01024038,23.5
E01024039,17.2
E01024040,19.3
E01024041,16
E01024042,21.2
E01024043,17.5
E01024044,15.3
E01024045,16
E01024046,16.7
E01024047,15.5
E01024048,22.5
E01024049,28.7
E01024052,18.5
E01024053,15.8
E01024054,14.9
E01024055,18.6
E01024056,17.8
E01024057,20.2
E01024058,17.3
E01024059,29.8
E01024060,17.1
E01024061,24.2
E01024062,18.1
E01024063,16.4
E01024064,16.9
E01024065,20.9
E01024066,26.1
E01024067,20.6
E01024068,17.6
E01024069,16.6
E01024070,19
E01024071,18.6
E01024072,19.7
E01024073,16.7
E01024074,18.2
E01024075,26.2
E01024076,17
E01024077,13.4
E01024078,23.4
E01024079,22.2
E01024080,28.6
E01024081,28.1
E01024082,20.8
E01024083,27.8
E01024084,20.6
E01024085,18.1
E01024086,19.3
E01024087,20
E01024088,21.3
E01024089,16.1
E01024090,21.3
E01024091,23.3
E01024092,24.8
E01024093,22.6
E01024094,18.6
E01024095,21.7
E01024096,23.3
E01024097,25
E01024098,20.1
E01024099,23.4
E01024100,15.9
E01024101,18.5
E01024102,18.4
E01024103,24.9
E01024104,14.9
E01024105,20.4
E01024106,18.7
E01024107,15.6
E01024108,24.8
E01024109,19.1
E01024110,19.8
E01024111,20.4
E01024112,17.7
E01024113,18.2
E01024114,16.8
E01024115,18.3
E01024116,18.4
E01024117,20.4
E01024118,22.9
E01024119,23.9
E01024120,25.9
E01024121,18.7
E01024122,22.3
E01024123,16
E01024124,17.2
E01024126,20.9
E01024127,15.9
E01024128,22.5
E01024129,17.1
E01024131,19.1
E01024132,17.4
E01024133,12.2
E01024134,15.9
E01024135,18.6
E01024136,11.5
E01024137,10.9
E01024138,18.8
E01024139,12.8
E01024143,9.2
E01024144,12.4
E01024145,14
E01024146,15.4
E01024147,11.6
E01024150,15.8
E01024151,17.5
E01024152,13.5
E01024153,14.6
E01024154,18.6
E01024155,15.5
E01024156,13.8
E01024157,17.1
E01024158,18.9
E01024159,15.5
E01024160,13.1
E01024161,12
E01024162,15.9
E01024163,13.8
E01024164,13.5
E01024165,21.4
E01024166,18.2
E01024167,16.2
E01024168,17.6
E01024169,17.2
E01024170,20.8
E01024171,16.7
E01024172,13
E01024173,14.4
E01024174,15.7
E01024175,12.6
E01024176,19
E01024177,19.4
E01024178,16.8
E01024179,13.2
E01024180,9.1
E01024181,8.9
E01024182,14.1
E01024183,12.7
E01024184,11.8
E01024185,13
E01024186,12.7
E01024187,15.4
E01024188,14.8
E01024189,18.8
E01024190,18.7
E01024192,24.5
E01024193,26.1
E01024194,17.9
E01024195,21.5
E01024196,23.8
E01024197,20.9
E01024198,23.5
E01024200,21.5
E01024201,18.7
E01024202,23.7
E01024203,20
E01024204,22.1
E01024205,21.3
E01024206,17.3
E01024207,19.3
E01024208,20.6
E01024209,18.7
E01024212,17.9
E01024213,15.8
E01024214,23.3
E01024215,21.1
E01024216,17.3
E01024218,24
E01024219,28.2
E01024220,24
E01024221,16.9
E01024222,23.1
E01024223,20.2
E01024224,21.3
E01024225,19.7
E01024226,26.8
E01024227,20.2
E01024228,24.8
E01024229,22.8
E01024230,23
E01024231,24.5
E01024232,22.9
E01024233,15.5
E01024234,18.5
E01024235,23.7
E01024236,21.1
E01024237,20.3
E01024238,11.2
E01024239,23.2
E01024240,25
E01024241,19.7
E01024242,19.5
E01024243,25.3
E01024244,19.3
E01024245,17.6
E01024246,22
E01024247,28.4
E01024248,22.9
E01024249,27.3
E01024250,23.4
E01024251,28.9
E01024252,19.4
E01024253,20.8
E01024254,18.1
E01024255,20.9
E01024256,17.3
E01024257,16.6
E01024258,15.7
E01024259,11.7
E01024260,17.2
E01024261,17.3
E01024262,20.2
E01024263,23.2
E01024264,20.9
E01024265,14.5
E01024266,18.7
E01024267,15.7
E01024268,16.2
E01024269,16.6
E01024270,13.6
E01024271,19
E01024272,14.2
E01024273,11.7
E01024274,17.3
E01024275,16.2
E01024276,13.3
E01024277,18.1
E01024278,18.8
E01024279,14.5
E01024281,13.6
E01024282,12.1
E01024283,13.6
E01024284,16.7
E01024285,18
E01024286,13.3
E01024287,21.6
E01024288,18.8
E01024290,15.5
E01024291,17.2
E01024292,15
E01024293,13.2
E01024294,13.3
E01024295,17.8
E01024296,15
E01024297,14
E01024298,16
E01024299,13.6
E01024300,14.5
E01024301,14.5
E01024302,14.8
E01024303,16.1
E01024304,20
E01024305,22.1
E01024306,19.4
E01024307,19
E01024308,23.6
E01024309,17.5
E01024310,20.4
E01024311,17.8
E01024312,17.5
E01024313,16.1
E01024314,15.2
E01024315,22.5
E01024316,13.2
E01024317,15.7
E01024318,12.9
E01024319,14.7
E01024320,13.1
E01024321,16.9
E01024322,15.8
E01024323,14.4
E01024324,16.6
E01024325,17.7
E01024326,15.6
E01024327,14.4
E01024328,18.6
E01024329,12.5
E01024330,11.7
E01024331,14
E01024332,15.8
E01024333,13.9
E01024335,11.7
E01024336,13.3
E01024337,12.6
E01024339,17.7
E01024340,17.6
E01024341,18.3
E01024342,17.5
E01024343,15.2
E01024344,14.4
E01024345,14.9
E01024346,17.2
E01024347,11.2
E01024348,9.7
E01024349,11.5
E01024350,14.5
E01024351,16
E01024352,18.8
E01024353,14
E01024354,13
E01024355,13.8
E01024356,15
E01024357,13.6
E01024358,19.2
E01024360,16.4
E01024361,17.6
E01024362,13.6
E01024364,17.5
E01024365,15.7
E01024366,14.5
E01024367,18.7
E01024369,14.5
E01024371,14.7
E01024372,15.5
E01024373,14.7
E01024374,18.6
E01024375,15.5
E01024376,15
E01024377,17.6
E01024378,17.3
E01024379,15.3
E01024380,13.6
E01024381,15.9
E01024382,16.9
E01024383,12
E01024384,18.6
E01024385,14.7
E01024386,15.4
E01024387,14.4
E01024390,18.9
E01024391,19.4
E01024392,19.7
E01024393,21.4
E01024394,17.2
E01024395,19.2
E01024396,18.4
E01024397,24.2
E01024398,22.3
E01024399,23.6
E01024400,21.5
E01024401,17.2
E01024402,16.3
E01024403,15.4
E01024404,14.1
E01024405,15.9
E01024406,17.7
E01024407,14
E01024408,16.5
E01024409,16.9
E01024410,19.7
E01024411,14.3
E01024413,18
E01024414,13.4
E01024415,14.4
E01024416,12
E01024417,15.1
E01024418,11
E01024419,9.9
E01024420,12.9
E01024421,17
E01024423,10.7
E01024424,7.8
E01024425,17.6
E01024426,11.5
E01024427,17.5
E01024428,15.1
E01024429,17.6
E01024430,14.1
E01024431,14.4
E01024432,19
E01024433,12.3
E01024434,14.6
E01024435,13.1
E01024436,20.7
E01024437,17.9
E01024438,16.8
E01024439,15.3
E01024440,13.2
E01024441,15.1
E01024442,16
E01024443,24.5
E01024444,20.8
E01024445,18.1
E01024446,13.3
E01024447,17
E01024448,15.5
E01024449,12.8
E01024450,15.2
E01024451,11.3
E01024452,17.8
E01024453,11.8
E01024454,13
E01024455,10.7
E01024456,15.8
E01024457,19.6
E01024458,7.6
E01024459,11.6
E01024460,16.3
E01024461,11.6
E01024462,13.7
E01024463,9.8
E01024464,12.1
E01024465,17.7
E01024466,14.7
E01024467,10.1
E01024468,11.6
E01024469,12.1
E01024470,11.6
E01024471,17.6
E01024472,16.5
E01024473,14.6
E01024474,9.8
E01024475,15.5
E01024476,24.8
E01024477,23.7
E01024478,20
E01024479,16.1
E01024480,23.6
E01024481,22.4
E01024482,22
E01024483,13.6
E01024484,11.1
E01024485,16.7
E01024486,28
E01024487,26.2
E01024488,31.1
E01024489,25.6
E01024490,17.8
E01024491,17.4
E01024492,19.8
E01024493,22.4
E01024494,19.5
E01024495,15.3
E01024496,24.7
E01024497,21.6
E01024498,28.8
E01024499,21.7
E01024500,26.3
E01024501,21.5
E01024502,24
E01024503,20.9
E01024504,24.9
E01024505,21.8
E01024507,28.9
E01024508,25.2
E01024509,26.5
E01024510,21.6
E01024511,21.1
E01024512,17.9
E01024513,19
E01024514,16.4
E01024515,18.1
E01024516,19.9
E01024517,22.6
E01024518,19.4
E01024519,14.3
E01024520,20.8
E01024521,19
E01024522,23.5
E01024523,16.9
E01024524,31.9
E01024525,24.2
E01024526,17
E01024527,21.6
E01024528,20.5
E01024529,29.5
E01024530,16.8
E01024531,22.5
E01024532,24.7
E01024533,30.9
E01024534,22.8
E01024535,23.4
E01024536,17.7
E01024537,23.7
E01024538,26.9
E01024539,25.8
E01024540,20.8
E01024541,22.4
E01024542,19.6
E01024544,23
E01024545,16.7
E01024546,20.6
E01024547,20
E01024548,21.6
E01024549,19.3
E01024550,21.7
E01024551,19.8
E01024552,19.5
E01024553,22.1
E01024554,20.4
E01024555,17.6
E01024556,17.4
E01024557,20.7
E01024558,16.3
E01024559,19.3
E01024560,19.7
E01024561,13.8
E01024562,14.8
E01024563,25.5
E01024564,16.6
E01024565,20.2
E01024566,17.6
E01024569,19.7
E01024570,18.2
E01024571,19.8
E01024572,12.3
E01024573,18
E01024575,15.8
E01024576,14.4
E01024577,20.1
E01024578,16.9
E01024580,30.1
E01024581,24.9
E01024582,18.8
E01024583,19
E01024584,26.3
E01024585,28.3
E01024586,22
E01024587,18.3
E01024588,22.2
E01024589,20.1
E01024590,23.7
E01024591,14.1
E01024592,15.1
E01024593,17.2
E01024594,19.8
E01024595,18.6
E01024596,21.3
E01024597,20.9
E01024598,17.1
E01024599,19.4
E01024600,22.9
E01024601,20.5
E01024602,19.1
E01024603,17.5
E01024604,20.7
E01024605,17.3
E01024606,17.6
E01024608,20.2
E01024609,28.1
E01024610,23.1
E01024611,19.6
E01024612,22.9
E01024613,24.1
E01024614,26.7
E01024615,31.2
E01024616,25
E01024619,22.9
E01024620,21
E01024621,27
E01024622,18.9
E01024623,19.8
E01024624,16.3
E01024625,18.7
E01024626,16.9
E01024627,23.6
E01024628,15.9
E01024629,12.8
E01024630,20.5
E01024631,17.4
E01024632,18
E01024633,22.9
E01024634,24.2
E01024635,20
E01024636,23.3
E01024637,21.8
E01024638,26.5
E01024639,24.8
E01024640,23.5
E01024641,29.7
E01024642,21
E01024643,20.3
E01024644,20.9
E01024645,19.9
E01024646,23.3
E01024647,20.5
E01024648,25
E01024649,23.2
E01024650,17.7
E01024651,24.7
E01024652,17.8
E01024653,19.6
E01024654,23.1
E01024655,20.8
E01024656,23.3
E01024657,23.8
E01024658,25.6
E01024659,24.7
E01024660,29.6
E01024661,22.4
E01024662,25.4
E01024663,26.6
E01024664,24.6
E01024665,19.3
E01024666,27.2
E01024667,29.3
E01024668,16.5
E01024669,18.9
E01024670,25.6
E01024671,26.7
E01024672,26.8
E01024673,21.9
E01024674,19.2
E01024675,17.9
E01024676,26.6
E01024677,23.4
E01024679,24.1
